P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable
Hot,Terran,rocky-iron,metals-rich,non-habitable,0.96,1.03,0.88,0.9,0.96,20.3125,20.3125,20.31251,540.9,540.9,540.9,574.1,574.1,574.1,0.8,-20.52,1.96,5.21,0.047,0,0.05,0,0.55,0.49,3799,0.04487,-0.042,,,,19.5095,44.0877,-30,5.5581,3,0,0.172,0.441,-1.93,-0.17,-0.93,0.32,0.36,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.82,1.72,1.13,1.95,1.84,5.539546,5.539546,5.539547,390.9,390.9,390.9,432.9,432.9,432.9,6.6,-20.23,3.28,13.97,0.09,0,0.09,0,0.55,0.49,3799,0.04487,-0.042,,,,19.5095,44.0877,-28.6,2.9017,3,0,0.172,0.441,-1.61,-0.15,0.07,0.38,0.47,0,0
Hot,Neptunian,rocky-iron,metals-rich,non-habitable,21.94,2.31,1.79,4.12,3.08,15.61352,15.61352,15.61352,506.4,506.4,506.4,556.1,556.1,556.1,39.2,-22,4.39,34.92,0.2076,0,0.21,0,0.98,0.97,5314,0.673162,-0.186,,,,19.2208,46.7714,-29.7,2.4897,2,0,0.632,1.511,-1.97,-0.24,0.92,0.31,0.32,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.73,1.4,0.99,1.39,1.4,21.41171,21.41172,21.41172,548,548,548,586.3,586.3,586.3,2.7,-21.25,2.66,7.42,0.061,0,0.06,0,0.53,0.52,4257,0.079673,-0.572,,,,19.9512,45.2274,-30.1,4.5441,2,0,0.227,0.569,-1.98,-0.16,-0.58,0.33,0.35,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.88,1.93,1.24,2.39,2.15,6.239564,6.239564,6.239565,402.7,402.7,402.7,446.9,446.9,446.9,11,-20.6,3.66,18.68,0.113,0,0.11,0,0.53,0.52,4257,0.079673,-0.572,,,,19.9512,45.2274,-28.7,2.4525,2,0,0.227,0.569,-1.67,-0.14,0.34,0.37,0.44,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.37,1.34,0.97,1.31,1.33,56.68837,56.68838,56.68839,699.1,699.1,699.1,736.6,736.6,736.6,2.3,-22.22,2.55,8.26,0.075,0,0.07,0,0.78,0.72,5117,0.318872,-0.097,,,,19.2298,44.8017,-31.1,5.1177,2,0,0.44,1.058,-2.18,-0.16,-0.76,0.3,0.31,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,9.29,1.95,1.26,2.45,2.18,23.69739,23.69739,23.6974,562.1,562.1,562.1,606.6,606.6,606.6,11.7,-22.08,3.7,15.96,0.116,0,0.12,0,0.78,0.72,5117,0.318872,-0.097,,,,19.2298,44.8017,-30.2,3.3082,2,0,0.44,1.058,-2.05,-0.14,0.05,0.33,0.31,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.04,1.81,1.18,2.14,1.97,18.20597,18.20597,18.20597,526.3,526.3,526.3,569.3,569.3,569.3,8.3,-21.64,3.45,8.46,0.065,0,0.07,0,0.51,0.49,4347,0.07692,-0.85,,,,19.4556,39.3074,-29.9,4.0182,3,0,0.223,0.555,-1.95,-0.14,-0.07,0.34,0.33,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.38,1.84,1.19,2.19,2,6.976891,6.976891,6.976893,414.1,414.1,414.1,457.4,457.4,457.4,8.8,-20.62,3.49,17.28,0.105,0,0.1,0,0.51,0.49,4347,0.07692,-0.85,,,,19.4556,39.3074,-28.8,2.4871,3,0,0.223,0.555,-1.71,-0.14,0.18,0.37,0.43,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.77,1.64,1.09,1.78,1.71,3.04261,3.04261,3.04261,336.5,336.5,336.5,377.5,377.5,377.5,5.2,-19.46,3.11,32.13,0.159,0,0.16,0,0.51,0.49,4347,0.07692,-0.85,,,,19.4556,39.3074,-27.9,1.6424,3,0,0.223,0.555,-1.39,-0.15,0.07,0.42,0.6,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.45,1.16,0.92,1.07,1.11,57.2181,57.2181,57.21811,700.7,700.7,700.7,735.9,735.9,735.9,1.3,-21.92,2.21,7.63,0.07,0,0.07,0,0.8,0.72,4955,0.280369,0.05,,,,19.1109,47.4137,-31.1,5.4835,3,0,0.416,1.007,-2.17,-0.17,-0.92,0.3,0.32,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.14,1.09,0.89,0.97,1.03,21.57346,21.57346,21.57346,549.1,549.1,549.1,583.2,583.2,583.2,1,-20.71,2.06,16,0.114,0,0.11,0,0.8,0.72,4955,0.280369,0.05,,,,19.1109,47.4137,-30.1,3.3663,3,0,0.416,1.007,-2.02,-0.17,-0.88,0.31,0.35,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.49,1.18,0.92,1.08,1.13,7.848847,7.848848,7.848848,426.4,426.4,426.4,461.8,461.8,461.8,1.4,-19.78,2.23,34.21,0.189,0,0.19,0,0.8,0.72,4955,0.280369,0.05,,,,19.1109,47.4137,-29,2.0303,3,0,0.416,1.007,-1.77,-0.17,-0.67,0.35,0.45,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.23,1.32,0.97,1.28,1.3,10.95553,10.95554,10.95554,463.5,463.5,463.5,500.8,500.8,500.8,2.2,-20.39,2.51,12.55,0.087,0,0.09,0,0.54,0.53,4259,0.082922,-0.472,,,,19.4857,40.9136,-29.3,3.2469,2,0,0.232,0.58,-1.83,-0.16,-0.56,0.34,0.4,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.23,1.11,0.9,1,1.05,4.549929,4.549929,4.54993,372.1,372.1,372.1,406.5,406.5,406.5,1.1,-19.05,2.11,24.09,0.135,0,0.14,0,0.54,0.53,4259,0.082922,-0.472,,,,19.4857,40.9136,-28.4,2.0923,2,0,0.232,0.58,-1.56,-0.17,-0.68,0.37,0.55,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.27,1.12,0.9,1.01,1.06,318.4754,318.4754,318.4755,1076.3,1076.3,1076.3,1110.8,1110.8,1110.8,1.1,-23.71,2.13,5.47,0.061,0,0.06,0,1,1.07,5828,1.185047,-0.074,,,,19.1427,47.1152,-33,9.3583,3,0,0.814,1.916,-2.37,-0.17,-1.1,0.28,0.3,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.97,1.43,1.01,1.44,1.44,103.5066,103.5066,103.5066,812.6,812.6,812.6,851.3,851.3,851.3,3,-23.02,2.72,12.76,0.107,0,0.11,0,1,1.07,5828,1.185047,-0.074,,,,19.1427,47.1152,-31.8,5.3311,3,0,0.814,1.916,-2.28,-0.16,-0.75,0.29,0.3,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.81,1.41,1,1.41,1.41,41.98721,41.98721,41.98722,648.5,648.5,648.5,686.9,686.9,686.9,2.8,-22,2.68,25.1,0.168,0,0.17,0,1,1.07,5828,1.185047,-0.074,,,,19.1427,47.1152,-30.8,3.3947,3,0,0.814,1.916,-2.17,-0.16,-0.66,0.31,0.32,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.92,1.02,0.87,0.89,0.95,1649.73,1649.731,1649.731,1623.7,1623.7,1623.7,1656.8,1656.8,1656.8,0.8,-25.3,1.94,2.02,0.033,0,0.03,0,0.89,1.3,5867,1.796557,-0.401,,,,19.3492,41.3314,-34.8,21.1129,3,0,1,2.352,-2.43,-0.17,-1.27,0.27,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,12.42,2.09,1.35,2.83,2.43,212.2586,212.2586,212.2586,972.4,972.4,972.4,1018.5,1018.5,1018.5,16.8,-24.63,3.98,9.6,0.092,0,0.09,0,0.89,1.3,5867,1.796557,-0.401,,,,19.3492,41.3314,-32.6,7.5358,3,0,1,2.352,-2.34,-0.13,-0.22,0.3,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,20.8,2.36,1.58,3.72,2.97,75.75293,75.75294,75.75296,751.6,751.6,751.6,800.6,800.6,800.6,32.8,-23.77,4.49,20.68,0.154,0,0.15,0,0.89,1.3,5867,1.796557,-0.401,,,,19.3492,41.3314,-31.5,4.4998,3,0,1,2.352,-2.25,-0.12,0.36,0.3,0.25,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.78,1.53,1.05,1.61,1.57,1432.539,1432.539,1432.539,1567.4,1567.4,1567.4,1607.3,1607.3,1607.3,4,-26.04,2.92,3.29,0.045,0,0.04,0,0.96,1.76,5684,2.900891,-0.131,,,,19.3374,47.164,-34.7,20.9596,2,0,1.285,3.036,-2.42,-0.15,-0.96,0.28,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,11.37,2.05,1.32,2.71,2.36,335.4019,335.4019,335.402,1090.3,1090.3,1090.3,1135.9,1135.9,1135.9,15,-25.08,3.9,9.69,0.093,0,0.09,0,0.96,1.76,5684,2.900891,-0.131,,,,19.3374,47.164,-33.1,10.0984,2,0,1.285,3.036,-2.36,-0.13,-0.35,0.29,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,24.12,2.44,1.66,4.05,3.14,244.2213,244.2214,244.2214,1007.1,1007.1,1007.1,1056.9,1056.9,1056.9,40,-25.12,4.64,13.73,0.117,0,0.12,0,1.1,1.74,5923,3.343146,-0.106,,,,18.8653,40.7843,-32.7,7.9317,3,0,1.36,3.193,-2.36,-0.11,0.19,0.3,0.24,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,19.94,2.34,1.55,3.64,2.92,113.0052,113.0052,113.0052,830.7,830.7,830.7,879.3,879.3,879.3,31,-24.19,4.45,24.31,0.172,0,0.17,0,1.1,1.74,5923,3.343146,-0.106,,,,18.8653,40.7843,-31.9,5.3931,3,0,1.36,3.193,-2.3,-0.12,0.23,0.3,0.25,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.89,1.42,1,1.43,1.42,190.8475,190.8475,190.8475,946.9,946.9,946.9,985.5,985.5,985.5,2.9,-23.67,2.7,4.98,0.055,0,0.06,0,0.84,0.8,5631,0.577314,-0.237,,,,19.5568,48.4446,-32.5,7.7574,3,0,0.575,1.361,-2.32,-0.16,-0.83,0.29,0.29,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.4,1.15,0.91,1.05,1.1,121.2589,121.2589,121.259,845.4,845.4,845.4,880.5,880.5,880.5,1.3,-22.72,2.19,6.99,0.069,0,0.07,0,0.84,0.8,5631,0.577314,-0.237,,,,19.5568,48.4446,-32,6.1817,3,0,0.575,1.361,-2.29,-0.17,-1,0.29,0.3,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.45,1.16,0.92,1.07,1.11,69.71545,69.71546,69.71546,736.2,736.2,736.2,771.4,771.4,771.4,1.3,-22.14,2.21,10.56,0.091,0,0.09,0,0.84,0.8,5631,0.577314,-0.237,,,,19.5568,48.4446,-31.4,4.6863,3,0,0.575,1.361,-2.23,-0.17,-0.94,0.29,0.31,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.49,1.18,0.92,1.08,1.13,338.7378,338.7378,338.7379,1093,1093,1093,1128.3,1128.3,1128.3,1.4,-23.88,2.23,5.2,0.06,0,0.06,0,0.94,1.02,6012,1.219456,-0.139,,,,19.3241,43.4728,-33.1,9.069,4,0,0.817,1.914,-2.38,-0.17,-1.07,0.28,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.54,1.7,1.12,1.91,1.8,190.54,190.54,190.5401,946.5,946.5,946.5,988.4,988.4,988.4,6.2,-24.06,3.24,8.01,0.08,0,0.08,0,0.94,1.02,6012,1.219456,-0.139,,,,19.3241,43.4728,-32.5,6.7987,4,0,0.817,1.914,-2.34,-0.15,-0.6,0.29,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.56,1.85,1.2,2.21,2.02,36.81488,36.81488,36.81488,627.6,627.6,627.6,671,671,671,9,-22.45,3.51,27.67,0.182,0,0.18,0,0.94,1.02,6012,1.219456,-0.139,,,,19.3241,43.4728,-30.7,2.987,4,0,0.817,1.914,-2.16,-0.14,-0.17,0.32,0.3,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,10.17,1.99,1.28,2.56,2.26,20.82262,20.82262,20.82263,544.2,544.2,544.2,589.2,589.2,589.2,13.1,-21.99,3.79,42.47,0.242,0,0.24,0,0.94,1.02,6012,1.219456,-0.139,,,,19.3241,43.4728,-30,2.2463,4,0,0.817,1.914,-2.05,-0.13,0.14,0.33,0.32,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,16.81,2.25,1.47,3.32,2.73,172.0491,172.0491,172.0491,922.7,922.7,922.7,970.4,970.4,970.4,24.8,-24.56,4.28,15.17,0.128,0,0.13,0,1.13,1.47,6175,2.818853,-0.053,,,,19.5119,46.7267,-32.3,6.1231,3,0,1.23,2.871,-2.34,-0.12,0.01,0.3,0.25,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,9.51,1.96,1.26,2.47,2.2,82.36237,82.36238,82.3624,767.5,767.5,767.5,812.1,812.1,812.1,12,-23.45,3.73,26.23,0.185,0,0.18,0,1.13,1.47,6175,2.818853,-0.053,,,,19.5119,46.7267,-31.5,4.2355,3,0,1.23,2.871,-2.27,-0.14,-0.19,0.3,0.27,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,26.25,2.49,1.71,4.25,3.25,48.13285,48.13285,48.13286,671.1,671.1,671.1,721.3,721.3,721.3,44.8,-23.39,4.73,39.46,0.242,0,0.24,0,1.13,1.47,6175,2.818853,-0.053,,,,19.5119,46.7267,-31,3.2376,3,0,1.23,2.871,-2.2,-0.11,0.7,0.3,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,22.64,2.41,1.62,3.9,3.07,269.4039,269.4039,269.404,1032.2,1032.2,1032.2,1081.6,1081.6,1081.6,36.7,-25.2,4.58,8.97,0.088,0,0.09,0,1.04,1.43,5807,2.086264,-0.138,,,,19.464,42.433,-32.8,8.6681,2,0,1.082,2.547,-2.36,-0.12,0.12,0.3,0.24,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,10.64,2.02,1.3,2.62,2.3,74.80597,74.80598,74.80598,749.3,749.3,749.3,794.5,794.5,794.5,13.8,-23.41,3.83,23.22,0.167,0,0.17,0,1.04,1.43,5807,2.086264,-0.138,,,,19.464,42.433,-31.4,4.5645,2,0,1.082,2.547,-2.25,-0.13,-0.11,0.31,0.27,0,0
Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.32,0.74,0.8,0.59,0.66,32.58208,32.58208,32.58209,608.7,608.7,608.7,636.9,636.9,636.9,0.3,-20.31,1.4,7.42,0.066,0,0.07,0,0.59,0.62,4504,0.141928,-0.266,,,,19.6819,45.971,-30.5,5.0078,2,0,0.301,0.744,-2.06,-0.18,-1.21,0.29,0.33,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.59,1.2,0.93,1.11,1.15,23.93785,23.93786,23.93786,563.5,563.5,563.5,599.2,599.2,599.2,1.5,-21.03,2.28,9.39,0.077,0,0.08,0,0.59,0.62,4504,0.141928,-0.266,,,,19.6819,45.971,-30.2,4.292,2,0,0.301,0.744,-2.01,-0.17,-0.79,0.32,0.35,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,9.72,1.97,1.27,2.5,2.22,101.8598,101.8599,101.8599,809.4,809.4,809.4,854.1,854.1,854.1,12.3,-23.7,3.75,12.8,0.11,0,0.11,0,1.04,1,6088,1.232504,-0.068,,,,19.28,49.3057,-31.8,4.8461,2,0,0.818,1.912,-2.29,-0.14,-0.22,0.3,0.27,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.1,1.75,1.14,2,1.87,36.80326,36.80326,36.80327,627.5,627.5,627.5,669.8,669.8,669.8,7,-22.32,3.32,27.32,0.183,0,0.18,0,1.04,1,6088,1.232504,-0.068,,,,19.28,49.3057,-30.7,2.9124,2,0,0.818,1.912,-2.16,-0.14,-0.29,0.31,0.3,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.69,1.52,1.04,1.59,1.56,418.2644,418.2644,418.2645,1152.1,1152.1,1152.1,1191.9,1191.9,1191.9,3.8,-24.68,2.89,7.06,0.076,0,0.08,0,1.15,1.36,6177,2.415896,-0.039,,,,19.817,40.5484,-33.3,9.5474,2,0,1.138,2.658,-2.4,-0.15,-0.84,0.28,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.3,1.33,0.97,1.29,1.31,126.8586,126.8586,126.8587,855,855,855,892.5,892.5,892.5,2.2,-23.08,2.53,17.27,0.138,0,0.14,0,1.15,1.36,6177,2.415896,-0.039,,,,19.817,40.5484,-32,5.2538,2,0,1.138,2.658,-2.32,-0.16,-0.86,0.29,0.3,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.48,1.9,1.23,2.34,2.11,231.1254,231.1255,231.1255,993.4,993.4,993.4,1037.4,1037.4,1037.4,10.4,-24.52,3.62,5.93,0.065,0,0.07,0,0.97,0.93,5956,0.976505,-0.091,,,,19.5784,44.6156,-32.7,7.6304,2,0,0.734,1.721,-2.35,-0.14,-0.43,0.29,0.27,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,9.51,1.96,1.26,2.47,2.2,88.57188,88.57189,88.57191,781.6,781.6,781.6,826.2,826.2,826.2,12,-23.53,3.73,12.25,0.105,0,0.1,0,0.97,0.93,5956,0.976505,-0.091,,,,19.5784,44.6156,-31.6,4.7214,2,0,0.734,1.721,-2.27,-0.14,-0.21,0.3,0.27,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.56,1.85,1.2,2.21,2.02,218.9228,218.9228,218.9229,980,980,980,1023.4,1023.4,1023.4,9,-24.39,3.51,11.19,0.104,0,0.1,0,1.03,1.33,6215,2.367869,-0.308,,13.8,,19.0281,39.7061,-32.6,6.8192,3,0,1.125,2.623,-2.36,-0.14,-0.48,0.29,0.27,0,0
Hot,Neptunian,rocky-water,metals-rich,non-habitable,15.26,2.8,0.7,1.95,2.33,78.18585,78.18587,78.18588,757.6,757.6,757.6,801.7,801.7,801.7,10.6,-24.18,5.32,26.14,0.174,0,0.17,0,1.03,1.33,6215,2.367869,-0.308,,13.8,,19.0281,39.7061,-31.5,4.0737,3,0,1.125,2.623,-2.27,0.81,-0.09,0.29,0.23,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.53,0.86,0.83,0.72,0.79,55.75179,55.75179,55.7518,696.2,696.2,696.2,726.7,726.7,726.7,0.4,-21.24,1.64,10.06,0.085,0,0.09,0,0.79,0.78,5212,0.402807,-0.175,,,,19.9931,46.052,-31.1,4.8918,2,0,0.492,1.18,-2.18,-0.18,-1.15,0.29,0.32,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.81,1.24,0.94,1.17,1.21,28.92894,28.92895,28.92895,590.9,590.9,590.9,627.1,627.1,627.1,1.7,-21.32,2.36,16.33,0.118,0,0.12,0,0.79,0.78,5212,0.402807,-0.175,,,,19.9931,46.052,-30.4,3.5232,2,0,0.492,1.18,-2.09,-0.16,-0.77,0.31,0.34,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.58,0.88,0.84,0.74,0.81,20.01168,20.01169,20.01169,538.8,538.8,538.8,569.8,569.8,569.8,0.5,-20.18,1.68,5.8,0.051,0,0.05,0,0.54,0.5,3903,0.05205,-0.194,,,,19.7904,41.7582,-30,5.2265,2,0,0.185,0.472,-1.94,-0.18,-1.05,0.31,0.36,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.58,1.38,0.99,1.36,1.37,12.31962,12.31962,12.31962,477.3,477.3,477.3,515.3,515.3,515.3,2.5,-20.61,2.62,8.41,0.065,0,0.07,0,0.54,0.5,3903,0.05205,-0.194,,,,19.7904,41.7582,-29.5,4.1002,2,0,0.185,0.472,-1.84,-0.16,-0.52,0.34,0.39,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.38,1.84,1.19,2.19,2,64.46387,64.46387,64.46388,721.9,721.9,721.9,765.2,765.2,765.2,8.8,-23.05,3.49,5.48,0.054,0,0.05,0,0.65,0.67,4648,0.187977,-0.036,,,,19.0501,41.3356,-31.3,6.6158,3,0,0.345,0.846,-2.16,-0.14,-0.29,0.31,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.17,1.31,0.96,1.26,1.29,14.21373,14.21374,14.21374,494.7,494.7,494.7,531.8,531.8,531.8,2.1,-20.66,2.49,16.93,0.115,0,0.12,0,0.65,0.67,4648,0.187977,-0.036,,,,19.0501,41.3356,-29.6,3.1052,3,0,0.345,0.846,-1.92,-0.16,-0.61,0.33,0.38,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.81,1.24,0.94,1.17,1.21,8.81857,8.818572,8.818572,439,439,439,475.3,475.3,475.3,1.7,-20.02,2.36,24.21,0.146,0,0.15,0,0.65,0.67,4648,0.187977,-0.036,,,,19.0501,41.3356,-29.1,2.4458,3,0,0.345,0.846,-1.79,-0.16,-0.62,0.34,0.43,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.14,1.46,1.02,1.48,1.47,144.3892,144.3893,144.3893,883.1,883.1,883.1,922.1,922.1,922.1,3.2,-23.42,2.77,11.03,0.102,0,0.1,0,1.05,1.07,6184,1.502226,-0.051,,,,19.0533,42.8118,-32.2,5.5926,2,0,0.897,2.094,-2.33,-0.16,-0.77,0.29,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.09,1.57,1.06,1.66,1.62,691.0911,691.0911,691.0912,1306.3,1306.3,1306.3,1346.5,1346.5,1346.5,4.3,-25.29,2.98,4.61,0.057,0,0.06,0,0.97,1.33,6133,2.245355,-0.325,,,,19.4947,37.6828,-33.9,12.4592,2,0,1.101,2.571,-2.42,-0.15,-0.87,0.28,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.88,1.8,1.17,2.12,1.95,169.7811,169.7811,169.7811,919.6,919.6,919.6,962.6,962.6,962.6,8.1,-24.06,3.43,13.12,0.115,0,0.12,0,0.97,1.33,6133,2.245355,-0.325,,,,19.4947,37.6828,-32.3,6.1663,2,0,1.101,2.571,-2.34,-0.14,-0.48,0.29,0.27,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.38,1.84,1.19,2.19,2,100.1631,100.1631,100.1631,806,806,806,849.3,849.3,849.3,8.8,-23.53,3.49,6.48,0.063,0,0.06,0,0.78,0.83,5036,0.397547,0.051,,,,19.4162,44.0087,-31.8,7.0254,3,0,0.493,1.19,-2.23,-0.14,-0.36,0.31,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.89,1.65,1.1,1.8,1.72,699.0027,699.0028,699.0029,1310,1310,1310,1351.2,1351.2,1351.2,5.4,-25.41,3.13,3.29,0.044,0,0.04,0,0.95,1.06,6053,1.353269,-0.12,,,,19.0856,44.7816,-33.9,12.8654,2,0,0.859,2.009,-2.42,-0.15,-0.81,0.28,0.27,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,12.42,2.09,1.35,2.83,2.43,240.5812,240.5812,240.5813,1003.4,1003.4,1003.4,1049.4,1049.4,1049.4,16.8,-24.77,3.98,7.19,0.075,0,0.07,0,0.95,1.06,6053,1.353269,-0.12,,,,19.0856,44.7816,-32.7,7.5373,2,0,0.859,2.009,-2.36,-0.13,-0.24,0.3,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.05,1.44,1.01,1.46,1.45,315.4726,315.4726,315.4726,1073.7,1073.7,1073.7,1112.5,1112.5,1112.5,3.1,-24.25,2.75,8.49,0.086,0,0.09,0,1.07,1.34,6169,2.333235,-0.137,,,,19.7869,46.7412,-33,8.3109,2,0,1.119,2.613,-2.38,-0.16,-0.87,0.28,0.29,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.58,0.88,0.84,0.74,0.81,68.96526,68.96526,68.96526,734.2,734.2,734.2,765.1,765.1,765.1,0.5,-21.53,1.68,10.33,0.087,0,0.09,0,0.77,0.72,5788,0.521998,-0.718,,,,19.4514,47.5299,-31.3,4.4114,2,0,0.542,1.276,-2.24,-0.18,-1.15,0.28,0.31,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.05,1.44,1.01,1.46,1.45,12.18227,12.18227,12.18227,476,476,476,514.8,514.8,514.8,3.1,-20.7,2.75,37.87,0.207,0,0.21,0,0.77,0.72,5788,0.521998,-0.718,,,,19.4514,47.5299,-29.5,1.8537,2,0,0.542,1.276,-1.91,-0.16,-0.44,0.34,0.39,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.4,1.15,0.91,1.05,1.1,845.9781,845.9782,845.9783,1374,1374,1374,1409,1409,1409,1.3,-24.84,2.19,3.61,0.048,0,0.05,0,1.23,1.49,5593,1.949134,0.299,,,,18.8795,41.3054,-34.1,16.6006,3,0,1.059,2.509,-2.4,-0.17,-1.15,0.27,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.4,1.69,1.12,1.89,1.79,312.311,312.3111,312.3112,1071,1071,1071,1112.7,1112.7,1112.7,6,-24.59,3.21,7.54,0.079,0,0.08,0,1.23,1.49,5593,1.949134,0.299,,,,18.8795,41.3054,-33,10.0641,3,0,1.059,2.509,-2.35,-0.15,-0.67,0.29,0.27,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,11.37,2.05,1.32,2.71,2.36,170.2449,170.2449,170.2449,920.3,920.3,920.3,965.9,965.9,965.9,15,-24.34,3.9,11.93,0.107,0,0.11,0,1.23,1.49,5593,1.949134,0.299,,,,18.8795,41.3054,-32.3,7.4262,3,0,1.059,2.509,-2.31,-0.13,-0.23,0.3,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.88,1.55,1.05,1.63,1.59,64.5752,64.57522,64.57523,722.2,722.2,722.2,762.2,762.2,762.2,4.1,-22.67,2.94,25.75,0.178,0,0.18,0,1.2,1.28,6108,2.046001,-0.026,,,,18.7713,47.3987,-31.3,3.8329,2,0,1.052,2.459,-2.24,-0.15,-0.59,0.3,0.3,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,13.85,2.15,1.39,2.99,2.54,21.01826,21.01826,21.01826,545.5,545.5,545.5,592.2,592.2,592.2,19.3,-22.17,4.09,59.98,0.312,0,0.31,0,1.2,1.28,6108,2.046001,-0.026,,,,18.7713,47.3987,-30.1,2.1865,2,0,1.052,2.459,-2.05,-0.13,0.37,0.32,0.31,0,0
